District,Government,Value,Revenue Type,year,Vote,Revenue Source
Moyo District,District Government,"2,756,296",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to PHC Salaries
Moyo District,District Government,"242,375",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Transfers for Primary Teachers Colleges
Moyo District,District Government,"242,375",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Transfers for Primary Teachers Colleges
Moyo District,District Government,"452,315",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to PHC - development
Moyo District,District Government,"452,315",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to PHC - development
Moyo District,District Government,"168,607",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Transfers for Non Wage Technical Institutes
Moyo District,District Government,"168,607",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Transfers for Non Wage Technical Institutes
Moyo District,District Government,"65,716",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to PAF monitoring
Moyo District,District Government,"65,716",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to PAF monitoring
Moyo District,District Government,"57,947",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to NGO Hospitals
Moyo District,District Government,"57,947",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to NGO Hospitals
Moyo District,District Government,"15,919",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to Functional Adult Lit
Moyo District,District Government,"15,919",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to Functional Adult Lit
Moyo District,District Government,"24,523",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to DSC Chairs’ Salaries
Moyo District,District Government,"24,523",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to DSC Chairs’ Salaries
Moyo District,District Government,"88,805",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to District Natural Res. - Wetlands (Non Wage)
Moyo District,District Government,"88,805",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to District Natural Res. - Wetlands (Non Wage)
Moyo District,District Government,"131,171",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to District Hospitals
Moyo District,District Government,"131,171",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to District Hospitals
Moyo District,District Government,"4,033",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to Community Devt Assistants Non Wage
Moyo District,District Government,"4,033",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to Community Devt Assistants Non Wage
Moyo District,District Government,"41,026",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to Agric. Ext Salaries
Moyo District,District Government,"41,026",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to Agric. Ext Salaries
Moyo District,District Government,"183,044",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant for NAADS
Moyo District,District Government,"183,044",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant for NAADS
Moyo District,District Government,"167,506",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to PHC- Non wage
Moyo District,District Government,"167,506",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to PHC- Non wage
Moyo District,District Government,"202,017",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Sanitation and Hygiene
Moyo District,District Government,"202,017",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Sanitation and Hygiene
Moyo District,District Government,"141,095",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,NAADS (Districts) - Wage
Moyo District,District Government,"141,095",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,NAADS (Districts) - Wage
Moyo District,District Government,"14,521",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional Grant to Women Youth and Disability Grant
Moyo District,District Government,"14,521",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional Grant to Women Youth and Disability Grant
Moyo District,District Government,"180,997",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Roads Rehabilitation Grant
Moyo District,District Government,"180,997",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Roads Rehabilitation Grant
Moyo District,District Government,"106,891",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Construction of Secondary Schools
Moyo District,District Government,"106,891",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Construction of Secondary Schools
Moyo District,District Government,"30,316",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional transfers to Special Grant for PWDs
Moyo District,District Government,"30,316",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional transfers to Special Grant for PWDs
Moyo District,District Government,"50,795",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional transfers to Councillors allowances and Ex- Gratia for LLGs
Moyo District,District Government,"50,795",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional transfers to Councillors allowances and Ex- Gratia for LLGs
Moyo District,District Government,"243,279",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional transfers to Production and Marketing
Moyo District,District Government,"243,279",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional transfers to Production and Marketing
Moyo District,District Government,"26,180",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional transfers to DSC Operational Costs
Moyo District,District Government,"26,180",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional transfers to DSC Operational Costs
Moyo District,District Government,"24,195",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 539,Conditional transfers to School Inspection Grant
Moyo District,District Government,"24,195",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 539,Conditional transfers to School Inspection Grant
Moyo District,District Government,"41,031",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 539,Unspent balances - Other Government Transfers
Moyo District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 539,Unspent balances - Other Government Transfers
Moyo District,District Government,"70,694",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 539,Unspent balances - Conditional Grants
Moyo District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 539,Unspent balances - Conditional Grants
Moyo District,District Government,,2c. Other Government Transfers,2014/15 Approved Budget,Vote: 539,NUSAF II (Operational Fund)
Moyo District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 539,NUSAF II (Operational Fund)
Moyo District,District Government,"1,098,834",3. Local Development Grant,2014/15 Approved Budget,Vote: 539,LGMSD (Former LGDP)
Moyo District,District Government,"1,098,834",3. Local Development Grant,2015/16 Proposed Budget,Vote: 539,LGMSD (Former LGDP)
Moyo District,District Government,"79,411",4. Donor Funding,2014/15 Approved Budget,Vote: 539,GLOBAL FUND
Moyo District,District Government,"80,000",4. Donor Funding,2015/16 Proposed Budget,Vote: 539,GLOBAL FUND
Moyo District,District Government,,4. Donor Funding,2014/15 Approved Budget,Vote: 539,NTD
Moyo District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 539,NTD
Moyo District,District Government,"26,000",4. Donor Funding,2014/15 Approved Budget,Vote: 539,SUSTAIN
Moyo District,District Government,"20,000",4. Donor Funding,2015/16 Proposed Budget,Vote: 539,SUSTAIN
Moyo District,District Government,,4. Donor Funding,2014/15 Approved Budget,Vote: 539,Cater Centre
Moyo District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 539,Cater Centre
Moyo District,District Government,"52,000",4. Donor Funding,2014/15 Approved Budget,Vote: 539,UNICEF
Moyo District,District Government,"50,000",4. Donor Funding,2015/16 Proposed Budget,Vote: 539,UNICEF
Moyo District,District Government,"329,589",4. Donor Funding,2014/15 Approved Budget,Vote: 539,BAYLOR
Moyo District,District Government,"300,000",4. Donor Funding,2015/16 Proposed Budget,Vote: 539,BAYLOR
Moyo District,District Government,"10,000",4. Donor Funding,2014/15 Approved Budget,Vote: 539,WHO
Moyo District,District Government,"10,000",4. Donor Funding,2015/16 Proposed Budget,Vote: 539,WHO
Moyo District,District Government,"5,178",4. Donor Funding,2014/15 Approved Budget,Vote: 539,Un Spent balance
Moyo District,District Government,0,4. Donor Funding,2015/16 Proposed Budget,Vote: 539,Un Spent balance
Moyo District,District Government,"60,000",4. Donor Funding,2014/15 Approved Budget,Vote: 539,UNEPI
Moyo District,District Government,"60,000",4. Donor Funding,2015/16 Proposed Budget,Vote: 539,UNEPI
Mpigi District,District Government,"175,446",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 540,Local Service Tax
Mpigi District,District Government,"189,646",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 540,Local Service Tax
Mpigi District,District Government,"3,216",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 540,Advertisements/Billboards
Mpigi District,District Government,"3,216",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 540,Advertisements/Billboards
Mpigi District,District Government,600,1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 540,Group registration
Mpigi District,District Government,600,1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 540,Group registration
Mpigi District,District Government,"58,305",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 540,Land Fees
Mpigi District,District Government,"58,305",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 540,Land Fees
Mpigi District,District Government,"5,571",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 540,Local Hotel Tax
Mpigi District,District Government,"5,571",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 540,Local Hotel Tax
Mpigi District,District Government,"195,407",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 540,Market/Gate Charges
Mpigi District,District Government,"189,542",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 540,Market/Gate Charges
Mpigi District,District Government,"8,917",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 540,Miscellaneous
Mpigi District,District Government,"8,917",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 540,Miscellaneous
Mpigi District,District Government,"69,623",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 540,Other Fees and Charges
Mpigi District,District Government,"69,623",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 540,Other Fees and Charges
Mpigi District,District Government,"199,731",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 540,Other licences
Mpigi District,District Government,"200,731",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 540,Other licences
Mpigi District,District Government,"27,948",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 540,Property related Duties/Fees
Mpigi District,District Government,"23,777",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 540,Property related Duties/Fees
Mpigi District,District Government,"3,939",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 540,"Registration (e.g. Births, Deaths, Marriages, etc.) Fees"
Mpigi District,District Government,"3,939",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 540,"Registration (e.g. Births, Deaths, Marriages, etc.) Fees"
Mpigi District,District Government,"65,999",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 540,Rent & Rates from other Gov't Units
