,Budget Type,Department,Economic Function,Ministry,Non-wage,Non-wage Est,Output,Programme,Sector,Total,Total Est,Vote,Wage,Wage Est
24068,,,,,,,,Project  1004 Mbarara Rehabilitation Referral Hospital,,,,,,
24069,,,,,,,Output:085678 Purchase of Office and Residential Furniture and Fittings,,,,,,,
24070,,,231006  Furniture and Fixtures,,0,0,,,,"159,000",0,,"159,000",0
24071,,,,,,,Output:085680 Hospital Construction/rehabilitation ,,,,,,,
24072,,,231007  Other Structures,,0,0,,,,"70,000",0,,"70,000",0
24073,,,,,,,Output:085681 Staff houses construction and rehabilitation,,,,,,,
24074,,,231002  Residential Buildings,,0,0,,,,"581,000","90,000",,"581,000","90,000"
24075,,,,,,,Output:085683 OPD and other ward construction and rehabilitation,,,,,,,
24076,,,,,,,,,,,"100,000",,,
24077,,,,,,,,,,,Total,,,
24078,,,,,,,,,,"4,543,105",,,,
24079,,,,,,,,,,"4,438,105",,,,
24080,,,,,,,,,,"4,543,105",,,,
24081,,,,,,,,,,"4,438,105",,,,
24082,,,,,,,***where AIA is Appropriation in Aid,,,,,,,
24083,,,,,,,,,Health Sector ,,,,,
24084,,,,,,,,,,,,Vote:174,,
24085,,,,Mubende Referral Hospital,,,,,,,,,,
24086,,Vote Function 0856 Regional Referral Hospital Services,,,,,,,,,,,,
24087,Recurrent Budget Estimates,,,,,,,,,,,,,
24088,,,,,,,,Programme  01 Mubende Referral Hospital Services,,,,,,
24089,,,,,,,Output:085601 Inpatient services,,,,,,,
24090,,,211103  Allowances,,"30,000","29,960",,,,"30,000","29,960",,0,0
24091,,,"221007  Books, Periodicals and Newspapers",,792,0,,,,792,0,,0,0
24092,,,221008  Computer Supplies and IT Services,,"1,380",0,,,,"1,380",0,,0,0
24093,,,221009  Welfare and Entertainment,,"3,000",0,,,,"3,000",0,,0,0
24094,,,221010  Special Meals and Drinks,,"8,000","5,400",,,,"8,000","5,400",,0,0
24095,,,223001  Property Expenses,,"3,000",0,,,,"3,000",0,,0,0
24096,,,223005  Electricity,,"40,000","10,000",,,,"40,000","10,000",,0,0
24097,,,223006  Water,,"59,000","22,000",,,,"59,000","22,000",,0,0
24098,,,"223007  Other Utilities- (fuel, gas, f",,"4,200","4,800",,,,"4,200","4,800",,0,0
24099,,,224002  General Supply of Goods and Services,,"78,750",0,,,,"78,750",0,,0,0
24100,,,225001  Consultancy Services- Short-term,,"2,600","4,000",,,,"2,600","4,000",,0,0
24101,,,227001  Travel Inland,,"11,760","5,200",,,,"11,760","5,200",,0,0
24102,,,"227004  Fuel, Lubricants and Oils",,"42,048","44,120",,,,"42,048","44,120",,0,0
24103,,,228001  Maintenance - Civil,,"6,000",0,,,,"6,000",0,,0,0
24104,,,228002  Maintenance - Vehicles,,"6,400",0,,,,"6,400",0,,0,0
24105,,,"228003  Maintenance Machinery, Equipment an",,"3,000",0,,,,"3,000",0,,0,0
24106,,,228004  Maintenance  Other,,"1,600",0,,,,"1,600",0,,0,0
24107,,,,,,,Output:085602 Outpatient services,,,,,,,
24108,,,211103  Allowances,,"5,000",0,,,,"5,000",0,,0,0
24109,,,221008  Computer Supplies and IT Services,,"1,400","4,500",,,,"1,400","4,500",,0,0
24110,,,221009  Welfare and Entertainment,,"3,000","7,000",,,,"3,000","7,000",,0,0
24111,,,221010  Special Meals and Drinks,,"2,000",0,,,,"2,000",0,,0,0
24112,,,222001  Telecommunications,,"4,200","2,160",,,,"4,200","2,160",,0,0
24113,,,223004  Guard and Security services,,"12,000","18,000",,,,"12,000","18,000",,0,0
24114,,,223005  Electricity,,"5,000","10,000",,,,"5,000","10,000",,0,0
24115,,,223006  Water,,"8,000","10,000",,,,"8,000","10,000",,0,0
24116,,,224002  General Supply of Goods and Services,,"12,000","12,000",,,,"12,000","12,000",,0,0
24117,,,227001  Travel Inland,,"1,000","1,872",,,,"1,000","1,872",,0,0
24118,,,228001  Maintenance - Civil,,"3,000",0,,,,"3,000",0,,0,0
24119,,,,,,,Output:085604 Diagnostic services,,,,,,,
24120,,,211103  Allowances,,960,0,,,,960,0,,0,0
24121,,,221010  Special Meals and Drinks,,"1,000",0,,,,"1,000",0,,0,0
24122,,,223005  Electricity,,"7,000","8,000",,,,"7,000","8,000",,0,0
24123,,,223006  Water,,"1,000","10,000",,,,"1,000","10,000",,0,0
24124,,,224002  General Supply of Goods and Services,,"12,000",0,,,,"12,000",0,,0,0
24125,,,227001  Travel Inland,,"1,000","5,940",,,,"1,000","5,940",,0,0
24126,,,228001  Maintenance - Civil,,"2,000",0,,,,"2,000",0,,0,0
24127,,,"228003  Maintenance Machinery, Equipment an",,"2,000",0,,,,"2,000",0,,0,0
24128,,,228004  Maintenance  Other,,"1,600",0,,,,"1,600",0,,0,0
24129,,,,,,,Output:085605 Hospital Management  and support services,,,,,,,
24130,,,211101  General Staff Salaries,,0,0,,,,"1,377,030","1,807,251",,"1,377,030","1,807,251"
24131,,,211103  Allowances,,"26,540",0,,,,"29,540","10,000",,0,0
24132,,,213001  Medical Expenses(To Employees),,"3,500",0,,,,"3,500",0,,0,0
24133,,,"213002  Incapacity, death benefits and funeral e",,"3,200","3,200",,,,"3,200","3,200",,0,0
24134,,,,,,,,,Health Sector ,,,,,
24135,,,,,,,,,,,,Vote:174,,
24136,,,,Mubende Referral Hospital,,,,,,,,,,
24137,,Vote Function 0856 Regional Referral Hospital Services,,,,,,,,,,,,
24138,,,,,,,,Programme  01 Mubende Referral Hospital Services,,,,,,
24139,,,221001  Advertising and Public Relations,,"2,000","2,400",,,,"2,000","2,400",,0,0
24140,,,221002  Workshops and Seminars,,"3,000","2,000",,,,"3,000","2,000",,0,0
24141,,,221003  Staff Training,,"3,526","6,900",,,,"3,526","6,900",,0,0
24142,,,"221007  Books, Periodicals and Newspapers",,"2,184","3,494",,,,"2,184","3,494",,0,0
24143,,,221008  Computer Supplies and IT Services,,"2,760","6,874",,,,"2,760","6,874",,0,0
24144,,,221009  Welfare and Entertainment,,"2,700","4,000",,,,"2,700","4,000",,0,0
24145,,,221010  Special Meals and Drinks,,500,"28,100",,,,500,"28,100",,0,0
24146,,,"221011  Printing, Stationery, Photocopying and ",,"6,200",0,,,,"13,200",0,,0,0
24147,,,221012  Small Office Equipment,,"1,200","4,700",,,,"1,200","4,700",,0,0
24148,,,221014  Bank Charges and other Bank related c,,"4,000","3,000",,,,"4,000","3,000",,0,0
24149,,,222001  Telecommunications,,"5,880","5,640",,,,"5,880","5,640",,0,0
24150,,,222002  Postage and Courier,,"1,000",0,,,,"1,000",0,,0,0
24151,,,223005  Electricity,,"2,000","25,000",,,,"2,000","25,000",,0,0
24152,,,223006  Water,,"1,000","10,000",,,,"1,000","10,000",,0,0
24153,,,227001  Travel Inland,,"1,000","79,200",,,,"1,000","79,200",,0,0
24154,,,"227004  Fuel, Lubricants and Oils",,"15,600","24,000",,,,"15,600","24,000",,0,0
24155,,,228001  Maintenance - Civil,,"1,400","36,000",,,,"1,400","36,000",,0,0
24156,,,228002  Maintenance - Vehicles,,"6,400","20,800",,,,"6,400","20,800",,0,0
24157,,,,,,,Output:085606 Prevention and rehabilitation  services,,,,,,,
24158,,,211103  Allowances,,"2,000",0,,,,"2,000",0,,0,0
24159,,,221001  Advertising and Public Relations,,"1,300",0,,,,"1,300",0,,0,0
24160,,,221002  Workshops and Seminars,,"6,000","6,000",,,,"6,000","6,000",,0,0
24161,,,221003  Staff Training,,480,720,,,,480,720,,0,0
24162,,,221010  Special Meals and Drinks,,500,"12,400",,,,500,"12,400",,0,0
24163,,,223004  Guard and Security services,,"12,000",0,,,,"12,000",0,,0,0
24164,,,223005  Electricity,,"3,000","12,000",,,,"3,000","12,000",,0,0
24165,,,223006  Water,,"1,000","10,000",,,,"1,000","10,000",,0,0
24166,,,"223007  Other Utilities- (fuel, gas, f",,"1,800",0,,,,"1,800",0,,0,0
24167,,,224002  General Supply of Goods and Services,,"24,000","83,127",,,,"24,000","83,127",,0,0
24168,,,227001  Travel Inland,,"1,000","15,940",,,,"1,000","15,940",,0,0
24169,,,"227004  Fuel, Lubricants and Oils",,600,0,,,,600,0,,0,0
24170,,,228001  Maintenance - Civil,,"2,000",0,,,,"2,000",0,,0,0
24171,,,"228003  Maintenance Machinery, Equipment an",,"1,000",0,,,,"1,000",0,,0,0
24172,,,,,,,,Programme  02 Mubende Referral Hospital Internal Audit,,,,,,
24173,,,,,,,Output:085605 Hospital Management  and support services,,,,,,,
24174,,,211101  General Staff Salaries,,0,0,,,,"7,000",0,,"7,000",0
24175,,,211103  Allowances,,"2,000","3,000",,,,"2,000","3,000",,0,0
24176,,,227001  Travel Inland,,"2,000","3,000",,,,"2,000","3,000",,0,0
24177,,,,,,,,,,,,Vote:174,,
24178,,,,Mubende Referral Hospital,,,,,,,,,,
24179,,Vote Function 0856 Regional Referral Hospital Services,,,,,,,,,,,,
24180,,,,,,,,Programme  02 Mubende Referral Hospital Internal Audit,,,,,,
24181,Development Budget Estimates,,,,,,,,,,,,,
24182,,,,,,,,Project  1004 Mubende Rehabilitation Referal Hospital,,,,,,
24183,,,,,,,Output:085671 Acquisition of Land by Government,,,,,,,
24184,,,281501  Environmental Impact Assessments for ,,0,0,,,,"15,000",0,,"15,000",0
24185,,,281503  Engineering and Design Studies and Pl,,0,0,,,,"40,000",0,,"40,000",0
24186,,,,,,,Output:085672 Government Buildings and Administrative Infrastructure,,,,,,,
24187,,,231001  Non-Residential Buildings,,0,0,,,,"135,000",0,,"135,000",0
24188,,,,,,,"Output:085673 Roads, Streets and Highways",,,,,,,
24189,,,,,,,,,,,"150,000",,,
24190,,,,,,,"Output:085676 Purchase of Office and ICT Equipment, including  Software",,,,,,,
24191,,,231005  Machinery and Equipment,,0,0,,,,"10,000",0,,"10,000",0
24192,,,,,,,Output:085677 Purchase of Specialised Machinery & Equipment,,,,,,,
24193,,,231005  Machinery and Equipment,,0,0,,,,"300,000","32,000",,"300,000","32,000"
24194,,,312206  Gross Tax,,0,0,,,,"40,000","40,000",,"40,000","40,000"
24195,,,,,,,Output:085680 Hospital Construction/rehabilitation ,,,,,,,
24196,,,,,,,,,,,"400,000",,,
24197,,,,,,,Output:085683 OPD and other ward construction and rehabilitation,,,,,,,
24198,,,,,,,,,,,"570,000",,,
24199,,,,,,,,,,,Total,,,
24200,,,,,,,,,,"2,476,990",,,,
24201,,,,,,,,,,"2,426,990",,,,
24202,,,,,,,,,,"2,476,990",,,,
24203,,,,,,,,,,"2,426,990",,,,
24204,,,,,,,***where AIA is Appropriation in Aid,,,,,,,
24205,,,,,,,,,Health Sector ,,,,,
24206,,,,,,,,,,,,Vote:175,,
24207,,,,Moroto Referral Hosptial,,,,,,,,,,
24208,,Vote Function 0856 Regional Referral Hospital Services,,,,,,,,,,,,
24209,Recurrent Budget Estimates,,,,,,,,,,,,,
24210,,,,,,,,Programme  01 Moroto Referral Hosptial Services,,,,,,
24211,,,,,,,Output:085601 Inpatient services,,,,,,,
24212,,,211101  General Staff Salaries,,0,0,,,,"614,116","610,879",,"614,116","610,879"
24213,,,211103  Allowances,,"21,700","35,200",,,,"21,700","35,200",,0,0
24214,,,213001  Medical Expenses(To Employees),,"2,800","1,000",,,,"2,800","1,000",,0,0
24215,,,"213002  Incapacity, death benefits and funeral e",,"1,400","1,000",,,,"1,400","1,000",,0,0
24216,,,221002  Workshops and Seminars,,"6,300","2,100",,,,"6,300","2,100",,0,0
24217,,,221003  Staff Training,,"7,000","3,000",,,,"7,000","3,000",,0,0
24218,,,221009  Welfare and Entertainment,,"3,500","3,000",,,,"3,500","3,000",,0,0
24219,,,221010  Special Meals and Drinks,,"4,900","3,000",,,,"4,900","3,000",,0,0
24220,,,"221011  Printing, Stationery, Photocopying and ",,"8,400","5,000",,,,"8,400","5,000",,0,0
24221,,,222001  Telecommunications,,"2,800","2,000",,,,"2,800","2,000",,0,0
24222,,,223001  Property Expenses,,"9,800","10,200",,,,"9,800","10,200",,0,0
24223,,,224002  General Supply of Goods and Services,,"33,600","43,200",,,,"33,600","43,200",,0,0
24224,,,227001  Travel Inland,,"45,000","31,400",,,,"45,000","31,400",,0,0
24225,,,228001  Maintenance - Civil,,"4,900","4,900",,,,"4,900","4,900",,0,0
24226,,,,,,,Output:085602 Outpatient services,,,,,,,
24227,,,211101  General Staff Salaries,,0,0,,,,"235,019","261,060",,"235,019","261,060"
24228,,,211103  Allowances,,"12,400","12,400",,,,"12,400","12,400",,0,0
24229,,,213001  Medical Expenses(To Employees),,"1,600","1,200",,,,"1,600","1,200",,0,0
24230,,,"213002  Incapacity, death benefits and funeral e",,800,"1,000",,,,800,"1,000",,0,0
24231,,,221002  Workshops and Seminars,,"3,600","3,400",,,,"3,600","3,400",,0,0
24232,,,221003  Staff Training,,"4,000","1,600",,,,"4,000","1,600",,0,0
24233,,,221009  Welfare and Entertainment,,"2,000","2,400",,,,"2,000","2,400",,0,0
24234,,,221010  Special Meals and Drinks,,"2,800","2,800",,,,"2,800","2,800",,0,0
24235,,,"221011  Printing, Stationery, Photocopying and ",,"4,800","3,800",,,,"4,800","3,800",,0,0
24236,,,222001  Telecommunications,,"1,600","2,000",,,,"1,600","2,000",,0,0
24237,,,223001  Property Expenses,,"5,600","6,000",,,,"5,600","6,000",,0,0
24238,,,224002  General Supply of Goods and Services,,"19,200","19,200",,,,"19,200","19,200",,0,0
24239,,,227001  Travel Inland,,"10,800","12,000",,,,"10,800","12,000",,0,0
24240,,,228001  Maintenance - Civil,,"2,800","4,000",,,,"2,800","4,000",,0,0
24241,,,,,,,Output:085604 Diagnostic services,,,,,,,
24242,,,211101  General Staff Salaries,,0,0,,,,"122,619","69,616",,"122,619","69,616"
24243,,,"211102  Contract Staff Salaries (Incl. Casuals, T",,"3,500",0,,,,"3,500",0,,0,0
24244,,,211103  Allowances,,"6,200","5,800",,,,"6,200","5,800",,0,0
24245,,,213001  Medical Expenses(To Employees),,800,800,,,,800,800,,0,0
24246,,,"213002  Incapacity, death benefits and funeral e",,400,600,,,,400,600,,0,0
24247,,,221002  Workshops and Seminars,,"1,800","2,000",,,,"1,800","2,000",,0,0
24248,,,,,,,,,Health Sector ,,,,,
24249,,,,,,,,,,,,Vote:175,,
24250,,,,Moroto Referral Hosptial,,,,,,,,,,
24251,,Vote Function 0856 Regional Referral Hospital Services,,,,,,,,,,,,
24252,,,,,,,,Programme  01 Moroto Referral Hosptial Services,,,,,,
24253,,,221003  Staff Training,,"2,000",0,,,,"2,000",0,,0,0
24254,,,221009  Welfare and Entertainment,,"1,000","1,400",,,,"1,000","1,400",,0,0
24255,,,221010  Special Meals and Drinks,,"1,400","1,400",,,,"1,400","1,400",,0,0
24256,,,"221011  Printing, Stationery, Photocopying and ",,"2,400","1,400",,,,"2,400","1,400",,0,0
24257,,,222001  Telecommunications,,800,"2,000",,,,800,"2,000",,0,0
24258,,,223001  Property Expenses,,"2,800","3,000",,,,"2,800","3,000",,0,0
24259,,,224002  General Supply of Goods and Services,,"9,600","4,000",,,,"9,600","4,000",,0,0
24260,,,227001  Travel Inland,,"6,900","7,150",,,,"6,900","7,150",,0,0
24261,,,228001  Maintenance - Civil,,"1,400",0,,,,"1,400",0,,0,0
24262,,,,,,,Output:085605 Hospital Management  and support services,,,,,,,
24263,,,211101  General Staff Salaries,,0,0,,,,"347,420","417,695",,"347,420","417,695"
24264,,,"211102  Contract Staff Salaries (Incl. Casuals, T",,"3,500",0,,,,"3,500",0,,0,0
24265,,,211103  Allowances,,"18,600","11,600",,,,"18,600","11,600",,0,0
24266,,,213001  Medical Expenses(To Employees),,"2,400","2,400",,,,"2,400","2,400",,0,0
24267,,,"213002  Incapacity, death benefits and funeral e",,"1,200","1,000",,,,"1,200","1,000",,0,0
24268,,,221001  Advertising and Public Relations,,"6,000","3,000",,,,"6,000","3,000",,0,0
24269,,,221002  Workshops and Seminars,,"4,400","4,600",,,,"4,400","4,600",,0,0
24270,,,221003  Staff Training,,"6,000","4,000",,,,"6,000","4,000",,0,0
24271,,,221004  Recruitment Expenses,,"2,000","3,000",,,,"2,000","3,000",,0,0
24272,,,221006  Commissions and Related Charges,,"12,000","14,000",,,,"12,000","14,000",,0,0
24273,,,"221007  Books, Periodicals and Newspapers",,"4,000","2,072",,,,"4,000","2,072",,0,0
24274,,,221008  Computer Supplies and IT Services,,"10,000","5,000",,,,"10,000","5,000",,0,0
24275,,,221009  Welfare and Entertainment,,"3,000","3,400",,,,"3,000","3,400",,0,0
24276,,,221010  Special Meals and Drinks,,"4,200","3,200",,,,"4,200","3,200",,0,0
24277,,,"221011  Printing, Stationery, Photocopying and ",,"7,200","6,090",,,,"7,200","6,090",,0,0
24278,,,221012  Small Office Equipment,,"4,000","2,400",,,,"4,000","2,400",,0,0
24279,,,221014  Bank Charges and other Bank related c,,"2,500","3,000",,,,"2,500","3,000",,0,0
24280,,,221017  Subscriptions,,"2,000","2,000",,,,"2,000","2,000",,0,0
24281,,,222001  Telecommunications,,"2,400","3,000",,,,"2,400","3,000",,0,0
24282,,,222002  Postage and Courier,,500,500,,,,500,500,,0,0
24283,,,223001  Property Expenses,,"8,400","8,800",,,,"8,400","8,800",,0,0
24284,,,223003  Rent - Produced Assets to private entiti,,"38,000","6,000",,,,"38,000","6,000",,0,0
24285,,,223004  Guard and Security services,,"6,000","7,500",,,,"6,000","7,500",,0,0
24286,,,223005  Electricity,,"10,000","30,000",,,,"10,000","30,000",,0,0
24287,,,223006  Water,,"8,000","25,000",,,,"8,000","25,000",,0,0
24288,,,"223007  Other Utilities- (fuel, gas, f",,"6,000",0,,,,"6,000",0,,0,0
24289,,,224002  General Supply of Goods and Services,,"28,800","22,110",,,,"28,800","22,110",,0,0
24290,,,225001  Consultancy Services- Short-term,,"5,000","3,000",,,,"5,000","3,000",,0,0
24291,,,227001  Travel Inland,,"51,900","41,600",,,,"51,900","41,600",,0,0
24292,,,227002  Travel Abroad,,"4,000","1,800",,,,"4,000","1,800",,0,0
24293,,,"227004  Fuel, Lubricants and Oils",,"38,000","15,000",,,,"38,000","15,000",,0,0
24294,,,228001  Maintenance - Civil,,"4,200","8,928",,,,"4,200","8,928",,0,0
24295,,,228002  Maintenance - Vehicles,,"38,000","38,000",,,,"38,000","38,000",,0,0
24296,,,"228003  Maintenance Machinery, Equipment an",,"5,000",0,,,,"5,000",0,,0,0
24297,,,228004  Maintenance  Other,,"5,000","1,000",,,,"5,000","1,000",,0,0
24298,,,,,,,Output:085606 Prevention and rehabilitation  services,,,,,,,
24299,,,,,,,,,,,,Vote:175,,
24300,,,,Moroto Referral Hosptial,,,,,,,,,,
24301,,Vote Function 0856 Regional Referral Hospital Services,,,,,,,,,,,,
24302,,,,,,,,Programme  01 Moroto Referral Hosptial Services,,,,,,
24303,,,211103  Allowances,,"3,100","3,500",,,,"3,100","3,500",,0,0
24304,,,213001  Medical Expenses(To Employees),,400,400,,,,400,400,,0,0
24305,,,"213002  Incapacity, death benefits and funeral e",,200,400,,,,200,400,,0,0
24306,,,221002  Workshops and Seminars,,900,"1,100",,,,900,"1,100",,0,0
24307,,,221003  Staff Training,,"1,000","1,000",,,,"1,000","1,000",,0,0
24308,,,221009  Welfare and Entertainment,,500,900,,,,500,900,,0,0
24309,,,221010  Special Meals and Drinks,,700,700,,,,700,700,,0,0
24310,,,"221011  Printing, Stationery, Photocopying and ",,"1,200","1,200",,,,"1,200","1,200",,0,0
24311,,,222001  Telecommunications,,400,"2,000",,,,400,"2,000",,0,0
24312,,,223001  Property Expenses,,"1,400","2,000",,,,"1,400","2,000",,0,0
24313,,,224002  General Supply of Goods and Services,,"4,800",0,,,,"4,800",0,,0,0
24314,,,227001  Travel Inland,,"3,400",0,,,,"3,400",0,,0,0
24315,,,228001  Maintenance - Civil,,700,"2,000",,,,700,"2,000",,0,0
24316,,,,,,,,Programme  02 Moroto Referral Hospital Internal Audit,,,,,,
24317,,,,,,,Output:085605 Hospital Management  and support services,,,,,,,
24318,,,"221011  Printing, Stationery, Photocopying and ",,"1,000","1,500",,,,"1,000","1,500",,0,0
24319,,,227001  Travel Inland,,"3,000","3,000",,,,"3,000","3,000",,0,0
24320,Development Budget Estimates,,,,,,,,,,,,,
24321,,,,,,,,Project  1004 Moroto Rehabilitation Referal Hospital,,,,,,
24322,,,,,,,Output:085671 Acquisition of Land by Government,,,,,,,
24323,,,,,,,,,,,"25,000",,,
24324,,,,,,,"Output:085676 Purchase of Office and ICT Equipment, including  Software",,,,,,,
24325,,,231005  Machinery and Equipment,,0,0,,,,"50,000","10,000",,"50,000","10,000"
24326,,,,,,,Output:085677 Purchase of Specialised Machinery & Equipment,,,,,,,
24327,,,231005  Machinery and Equipment,,0,0,,,,"50,000","30,000",,"50,000","30,000"
24328,,,,,,,Output:085678 Purchase of Office and Residential Furniture and Fittings,,,,,,,
24329,,,231006  Furniture and Fixtures,,0,0,,,,"50,000","10,000",,"50,000","10,000"
24330,,,,,,,Output:085681 Staff houses construction and rehabilitation,,,,,,,
24331,,,231002  Residential Buildings,,0,0,,,,"350,000","1,338,000",,"350,000","1,338,000"
24332,,,,,,,,,Health Sector ,,,,,
24333,,,,,,,,,,,,Vote:175,,
24334,,,,Moroto Referral Hosptial,,,,,,,,,,
24335,,Vote Function 0856 Regional Referral Hospital Services,,,,,,,,,,,,
24336,,,,,,,,Project  1004 Moroto Rehabilitation Referal Hospital,,,,,,
24337,,,,,,,,,,,Total,,,
24338,,,,,,,,,,"2,488,807",,,,
24339,,,,,,,,,,"2,488,807",,,,
24340,,,,,,,,,,"2,488,807",,,,
24341,,,,,,,,,,"2,488,807",,,,
24342,,,,,,,***where AIA is Appropriation in Aid,,,,,,,
24343,,,,,,,,,Health Sector ,,,,,
24344,,,,,,,,,,,,Vote:176,,
24345,,,,Naguru Referral Hospital,,,,,,,,,,
24346,,Vote Function 0856 Regional Referral Hospital Services,,,,,,,,,,,,
24347,Recurrent Budget Estimates,,,,,,,,,,,,,
24348,,,,,,,,Programme  01 Naguru Referral Hosptial Services,,,,,,
24349,,,,,,,Output:085601 Inpatient services,,,,,,,
24350,,,211101  General Staff Salaries,,0,0,,,,"250,000",0,,"250,000",0
24351,,,223005  Electricity,,"55,000","30,000",,,,"55,000","30,000",,0,0
24352,,,223006  Water,,"15,000","40,000",,,,"15,000","40,000",,0,0
