Budget Type,District,Government,Budget,Economic Function,year,Vote,ofWhich,Budget Function,Programme
Development Budget Estimates,NTUNGAMO Municipal Council,Central Government,"140,286",321433  Conditional Grant to SFG,2015/16 Draft Estimates,Vote:775,,Dev't,Project  0423 SCHOOL CONSTRUCTION PROGRAMME
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"449,439",321450  Transfer of Urban Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:776,,Wage,Programme  01 Administration
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"163,030",321402  Urban Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:776,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"13,075",321427  Conditional Grant to PAF monitoring,2015/16 Draft Estimates,Vote:776,,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"6,787",o/w Normal PAF Monitoring & Accountability,2015/16 Draft Estimates,Vote:776,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"4,325",o/w PRDP allocation,2015/16 Draft Estimates,Vote:776,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"1,963",o/w Printing of Payslips,2015/16 Draft Estimates,Vote:776,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"48,719",321445  Conditional transfers to Councillors allowances and Ex- Gratia for LLGs,2015/16 Draft Estimates,Vote:776,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"34,070",321444  Conditional transfers to Salary and Gratuity for LG elected Political Leaders,2015/16 Draft Estimates,Vote:776,,Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"5,212","321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",2015/16 Draft Estimates,Vote:776,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"5,212",o/w Contracts Committee,2015/16 Draft Estimates,Vote:776,"321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"24,355",321408  Conditional Grant to Agric. Ext Salaries,2015/16 Draft Estimates,Vote:776,,Wage,Programme  04 Production
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"35,401",321413  Conditional Grant to PHC- Non wage,2015/16 Draft Estimates,Vote:776,,Non Wage,Programme  05 Health
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"299,488",321407  Conditional Grant to PHC Salaries,2015/16 Draft Estimates,Vote:776,,Wage,Programme  05 Health
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"13,733",321447  Conditional transfers to School Inspection Grant,2015/16 Draft Estimates,Vote:776,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"6,836",o/w DEO Operational Costs,2015/16 Draft Estimates,Vote:776,321447  Conditional transfers to School Inspection Grant,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"459,102",321419  Conditional Grant to Secondary Education,2015/16 Draft Estimates,Vote:776,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"81,464",321411  Conditional Grant to Primary Education,2015/16 Draft Estimates,Vote:776,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"211,207",321406  Conditional Grant to Secondary Salaries,2015/16 Draft Estimates,Vote:776,,Wage,Programme  06 Education
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"1,010,299",321405  Conditional Grant to Primary Salaries,2015/16 Draft Estimates,Vote:776,,Wage,Programme  06 Education
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"4,420",321446  Conditional transfers to Special Grant for PWDs,2015/16 Draft Estimates,Vote:776,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"2,117",321437  Conditional Grant to Women Youth and Disability Grant,2015/16 Draft Estimates,Vote:776,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,423,o/w Disability,2015/16 Draft Estimates,Vote:776,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,847,o/w Women,2015/16 Draft Estimates,Vote:776,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,847,o/w Youth,2015/16 Draft Estimates,Vote:776,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,588,321434  Conditional Grant to Community Devt Assistants Non Wage,2015/16 Draft Estimates,Vote:776,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"9,196",321430  Conditional Grant to Public Libraries,2015/16 Draft Estimates,Vote:776,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUSIA Municipal Council,Central Government,"2,321",321420  Conditional Grant to Functional Adult Lit,2015/16 Draft Estimates,Vote:776,,Non Wage,Programme  09 Community Based Services
Development Budget Estimates,BUSIA Municipal Council,Central Government,"323,858",321426  LGMSD (Former LGDP),2015/16 Draft Estimates,Vote:776,,Dev't,Project  0115 LGDP FUND
Development Budget Estimates,BUSIA Municipal Council,Central Government,"6,309",321431  Conditional Grant to PHC - development,2015/16 Draft Estimates,Vote:776,,Dev't,Project  0422 PRIMARY HEALTH CARE
Development Budget Estimates,BUSIA Municipal Council,Central Government,"339,639",321433  Conditional Grant to SFG,2015/16 Draft Estimates,Vote:776,,Dev't,Project  0423 SCHOOL CONSTRUCTION PROGRAMME
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"422,433",321450  Transfer of Urban Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:777,,Wage,Programme  01 Administration
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"364,223",321402  Urban Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:777,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"100,000",o/w Support to Nyamiko Health Centre III,2015/16 Draft Estimates,Vote:777,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"12,506",321427  Conditional Grant to PAF monitoring,2015/16 Draft Estimates,Vote:777,,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"8,696",o/w Normal PAF Monitoring & Accountability,2015/16 Draft Estimates,Vote:777,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"3,810",o/w Printing of Payslips,2015/16 Draft Estimates,Vote:777,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"79,866",321445  Conditional transfers to Councillors allowances and Ex- Gratia for LLGs,2015/16 Draft Estimates,Vote:777,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"8,112",321444  Conditional transfers to Salary and Gratuity for LG elected Political Leaders,2015/16 Draft Estimates,Vote:777,,Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"5,212","321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",2015/16 Draft Estimates,Vote:777,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"5,212",o/w Contracts Committee,2015/16 Draft Estimates,Vote:777,"321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"15,000",321408  Conditional Grant to Agric. Ext Salaries,2015/16 Draft Estimates,Vote:777,,Wage,Programme  04 Production
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"24,642",321413  Conditional Grant to PHC- Non wage,2015/16 Draft Estimates,Vote:777,,Non Wage,Programme  05 Health
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"392,066",321407  Conditional Grant to PHC Salaries,2015/16 Draft Estimates,Vote:777,,Wage,Programme  05 Health
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"16,434",321447  Conditional transfers to School Inspection Grant,2015/16 Draft Estimates,Vote:777,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"8,042",o/w DEO Operational Costs,2015/16 Draft Estimates,Vote:777,321447  Conditional transfers to School Inspection Grant,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"199,608",321419  Conditional Grant to Secondary Education,2015/16 Draft Estimates,Vote:777,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"95,291",321411  Conditional Grant to Primary Education,2015/16 Draft Estimates,Vote:777,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"1,368,434",321406  Conditional Grant to Secondary Salaries,2015/16 Draft Estimates,Vote:777,,Wage,Programme  06 Education
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"1,583,383",321405  Conditional Grant to Primary Salaries,2015/16 Draft Estimates,Vote:777,,Wage,Programme  06 Education
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"377,719",321404  Conditional Grant to Tertiary Salaries,2015/16 Draft Estimates,Vote:777,,Wage,Programme  06 Education
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"5,353",321446  Conditional transfers to Special Grant for PWDs,2015/16 Draft Estimates,Vote:777,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"2,564",321437  Conditional Grant to Women Youth and Disability Grant,2015/16 Draft Estimates,Vote:777,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,513,o/w Disability,2015/16 Draft Estimates,Vote:777,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"1,026",o/w Women,2015/16 Draft Estimates,Vote:777,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"1,026",o/w Youth,2015/16 Draft Estimates,Vote:777,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,712,321434  Conditional Grant to Community Devt Assistants Non Wage,2015/16 Draft Estimates,Vote:777,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"2,811",321420  Conditional Grant to Functional Adult Lit,2015/16 Draft Estimates,Vote:777,,Non Wage,Programme  09 Community Based Services
Development Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"139,802",321426  LGMSD (Former LGDP),2015/16 Draft Estimates,Vote:777,,Dev't,Project  0115 LGDP FUND
Development Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"12,380",321431  Conditional Grant to PHC - development,2015/16 Draft Estimates,Vote:777,,Dev't,Project  0422 PRIMARY HEALTH CARE
Development Budget Estimates,BUSHENYI-ISHAKA Municipal Council,Central Government,"140,285",321433  Conditional Grant to SFG,2015/16 Draft Estimates,Vote:777,,Dev't,Project  0423 SCHOOL CONSTRUCTION PROGRAMME
Recurrent Budget Estimates,RUKUNGIRI Municipal Council,Central Government,"445,269",321450  Transfer of Urban Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:778,,Wage,Programme  01 Administration
Recurrent Budget Estimates,RUKUNGIRI Municipal Council,Central Government,"171,962",321402  Urban Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:778,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,RUKUNGIRI Municipal Council,Central Government,"11,822",321427  Conditional Grant to PAF monitoring,2015/16 Draft Estimates,Vote:778,,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,RUKUNGIRI Municipal Council,Central Government,"8,352",o/w Normal PAF Monitoring & Accountability,2015/16 Draft Estimates,Vote:778,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,RUKUNGIRI Municipal Council,Central Government,"3,470",o/w Printing of Payslips,2015/16 Draft Estimates,Vote:778,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,RUKUNGIRI Municipal Council,Central Government,"88,349",321445  Conditional transfers to Councillors allowances and Ex- Gratia for LLGs,2015/16 Draft Estimates,Vote:778,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,RUKUNGIRI Municipal Council,Central Government,"38,938",321444  Conditional transfers to Salary and Gratuity for LG elected Political Leaders,2015/16 Draft Estimates,Vote:778,,Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,RUKUNGIRI Municipal Council,Central Government,"5,212","321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",2015/16 Draft Estimates,Vote:778,,Non Wage,Programme  03 Statutory Bodies
